Designator,Footprint,Quantity,Value,LCSC Part #
"TP11, TP13, TP14, TP15, TP16, TP17, TP18, TP19, TP22, TP24, TP26, TP5, TP6, TP7",TestPoint_THTPad_D3.0mm_Drill1.5mm,14,TestPoint,
